,Headline,Day,Date,Timings
4818,Chennai today,Tuesday,2012-05-29,"['6.30 p.m.', '7 p.m.', '7 p.m.', '9 a.m.', '9 a.m.', '11 a.m.', '7 p.m.', '7 p.m.', '7 p.m.']"
4819,madurai today,Tuesday,2012-05-29,['7 p.m.']
4820,Madurai today,Monday,2012-05-28,['7 p.m.']
4821,In the capital today,Monday,2012-05-28,['7 p.m.']
4822,Chennai today,Monday,2012-05-28,['7 p.m.']
4823,Madurai today,Sunday,2012-05-27,['7 p.m.']
4824,In the capital today,Sunday,2012-05-27,"['11 a.m.', '7 p.m.', '11 a.m.', '10 a.m.', '11 a.m.', '6.30 a.m.']"
4825,Chennai today,Sunday,2012-05-27,"['11 a.m.', '6 p.m.', '7 p.m.']"
4826,In the capital today,Saturday,2012-05-26,['7 p.m.']
4827,Chennai today,Saturday,2012-05-26,['7 p.m.']
4828,madurai today,Saturday,2012-05-26,['7 p.m.']
4829,Engagements,Friday,2012-05-25,"['7 p.m.', '9 a.m.']"
4830,Chennai today,Friday,2012-05-25,['7 p.m.']
4831,In the capital today,Friday,2012-05-25,"['7 p.m.', '3 p.m.']"
4832,Madurai today,Friday,2012-05-25,['7.30 p.m.']
4833,In the capital today,Thursday,2012-05-24,['7 p.m.']
4834,Chennai today,Thursday,2012-05-24,['7 p.m.']
4835,madurai today,Thursday,2012-05-24,['7 p.m.']
4836,Chennai today,Wednesday,2012-05-23,['7 p.m.']
4837,Engagements,Wednesday,2012-05-23,"['7 p.m.', '3 p.m.']"
4838,madurai today,Wednesday,2012-05-23,['7.30 p.m.']
4839,In the capital today,Wednesday,2012-05-23,['7 p.m.']
4840,madurai today,Tuesday,2012-05-22,['7 p.m.']
4841,Chennai today,Tuesday,2012-05-22,['7 p.m.']
4842,In the capital today,Monday,2012-05-21,['7 p.m.']
4843,Chennai today,Monday,2012-05-21,['7 p.m.']
4844,Madurai today,Sunday,2012-05-20,['7 p.m.']
4845,In the capital today,Sunday,2012-05-20,"['11 a.m.', '7 p.m.', '11 a.m.', '10 a.m.', '11 a.m.', '6.30 a.m.']"
4846,In the capital today,Saturday,2012-05-19,['7 p.m.']
4847,Chennai today,Saturday,2012-05-19,['7 p.m.']
4848,Madurai today,Friday,2012-05-18,['7.30 p.m.']
4849,In the capital today,Friday,2012-05-18,['7 p.m.']
4850,Chennai today,Friday,2012-05-18,['7 p.m.']
4851,Engagements,Thursday,2012-05-17,"['7 p.m.', '2 p.m.', '9.30 a.m.']"
4852,Chennai today,Thursday,2012-05-17,['7 p.m.']
4853,In the capital today,Thursday,2012-05-17,['7 p.m.']
4854,In the capital today,Wednesday,2012-05-16,['7 p.m.']
4855,madurai today,Wednesday,2012-05-16,['7.30 p.m.']
4856,madurai today,Tuesday,2012-05-15,['7 p.m.']
4857,Engagements,Tuesday,2012-05-15,['7 p.m.']
4858,Chennai today,Tuesday,2012-05-15,"['6.30 p.m.', '7 p.m.', '6 p.m.', '4 p.m.', '6 p.m.', '7 p.m.', '7 p.m.', '7 p.m.']"
4859,Chennai today,Monday,2012-05-14,['7 p.m.']
4860,In the capital today,Monday,2012-05-14,['7 p.m.']
4861,Engagements,Sunday,2012-05-13,"['6.30 p.m.', '3 p.m.']"
4862,In the capital today,Sunday,2012-05-13,"['11 a.m.', '7 p.m.', '11 a.m.', '10 a.m.', '11 a.m.', '6.30 a.m.']"
4863,In the capital today,Sunday,2012-05-13,"['11 a.m.', '7 p.m.', '11 a.m.', '10 a.m.', '11 a.m.', '6.30 a.m.']"
4864,Chennai today,Sunday,2012-05-13,"['11 a.m.', '6 p.m.', '7 p.m.']"
4865,madurai today,Saturday,2012-05-12,['7 p.m.']
4866,In the capital today,Saturday,2012-05-12,['7 p.m.']
4867,chennai today,Saturday,2012-05-12,['7 p.m.']
4868,Engagements,Friday,2012-05-11,"['7 p.m.', '5 p.m.', '30 a.m.', '30 p.m.']"
4869,Chennai today,Friday,2012-05-11,['7 p.m.']
4870,Chennai today,Thursday,2012-05-10,['7 p.m.']
4871,in the capital today,Thursday,2012-05-10,['7 p.m.']
4872,Madurai Today,Thursday,2012-05-10,['7 p.m.']
4873,In the Capital today,Wednesday,2012-05-09,['7 p.m.']
4874,madurai today,Wednesday,2012-05-09,['7.30 p.m.']
4875,Chennai today,Wednesday,2012-05-09,['7 p.m.']
4876,Engagements,Tuesday,2012-05-08,"['7 p.m.', '8 p.m.', '3.00 p.m.']"
4877,madurai today,Tuesday,2012-05-08,['7 p.m.']
4878,Chennai today,Tuesday,2012-05-08,['7 p.m.']
4879,In the capital today,Monday,2012-05-07,['7 p.m.']
4880,madurai today,Monday,2012-05-07,['7 p.m.']
4881,Chennai today,Monday,2012-05-07,['7 p.m.']
4882,Madurai Today,Sunday,2012-05-06,['7 p.m.']
4883,In the capital today,Sunday,2012-05-06,"['11 a.m.', '7 p.m.', '11 a.m.', '10 a.m.', '11 a.m.', '6.30 a.m.']"
4884,Madurai Today,Sunday,2012-05-06,['7 p.m.']
4885,Chennai today,Saturday,2012-05-05,['7 p.m.']
4886,In the capital today,Saturday,2012-05-05,['7 p.m.']
4887,madurai today,Saturday,2012-05-05,['7 p.m.']
4888,madurai today,Friday,2012-05-04,['7.30 p.m.']
4889,In the capital today,Friday,2012-05-04,['7 p.m.']
4890,Chennai today,Friday,2012-05-04,['7 p.m.']
4891,madurai today,Thursday,2012-05-03,['7 p.m.']
4892,In the capital today,Thursday,2012-05-03,['7 p.m.']
4893,madurai today,Thursday,2012-05-03,['7 p.m.']
4894,In the capital today,Thursday,2012-05-03,['7 p.m.']
4895,Chennai today,Thursday,2012-05-03,['7 p.m.']
4896,madurai today,Wednesday,2012-05-02,['7.30 p.m.']
4897,In the capital today,Wednesday,2012-05-02,['7 p.m.']
4898,Chennai today,Wednesday,2012-05-02,['7 p.m.']
4899,Engagements,Tuesday,2012-05-01,"['5.30 p.m.', '6 p.m.', '7 p.m.', '7.15 p.m.', '6 p.m.', '7 p.m.', '10 a.m.', '7 p.m.']"
4900,madurai today,Tuesday,2012-05-01,['7 p.m.']
4901,Chennai today,Monday,2012-04-30,['7 p.m.']
4902,madurai today,Monday,2012-04-30,['7 p.m.']
4903,ENGAGEMENTS,Monday,2012-04-30,"['3 p.m.', '10 a.m.', '10 a.m.']"
4904,In the capital today,Sunday,2012-04-29,"['11 a.m.', '7 p.m.', '11 a.m.', '10 a.m.', '11 a.m.', '6.30 a.m.']"
4905,coimbatore today,Sunday,2012-04-29,"['8.30 a.m.', '6.30 p.m.', '9.30 am.', '4 p.m.', '4.25 p.m.', '9.30 a.m.', '9 a.m.', '9 a.m.', '5 p.m.', '7 a.m.', '7 a.m.', '9.40 a.m.', '3 p.m.', '5.30 p.m.', '9.30 a.m.', '7.15 p.m.', '10 a.m.', '9.30 a.m.']"
4906,Engagements,Sunday,2012-04-29,"['7.30 a.m.', '8 a.m.', '6 p.m.', '7 p.m.', '9 a.m.', '5 p.m.', '6.30 p.m.', '4 p.m.']"
4907,Madurai today,Sunday,2012-04-29,['7 p.m.']
4908,Chennai today,Sunday,2012-04-29,"['11 a.m.', '6 p.m.', '7 p.m.']"
4909,In the capital today,Saturday,2012-04-28,['7 p.m.']
4910,Engagements,Saturday,2012-04-28,"['7 p.m.', '1 a.m.', '11 a.m.']"
4911,Chennai today,Saturday,2012-04-28,['7 p.m.']
4912,Engagements,Friday,2012-04-27,"['7 p.m.', '10 a.m.', '5 p.m.', '10 a.m.']"
4913,madurai today,Friday,2012-04-27,['7.30 p.m.']
4914,In the capital today,Friday,2012-04-27,['7 p.m.']
4915,Chennai today,Friday,2012-04-27,['7 p.m.']
4916,Madurai today,Thursday,2012-04-26,['7 p.m.']
4917,In the capital today,Thursday,2012-04-26,['7 p.m.']
4918,Chennai today,Thursday,2012-04-26,"['7 p.m.', '10.30 a.m.', '6.45 p.m.', '6.30 p.m.', '6 p.m.', '6.30 p.m.', '5 p.m.', '7 p.m.', '7 p.m.', '11 a.m.', '6 p.m.', '6.30 p.m.', '6.30 p.m.', '7 p.m.', '5.30 p.m.', '8.30 a.m.', '9 a.m.', '9.30 a.m.', '9.30 a.m.', '5 p.m.', '4 p.m.', '6 p.m.', '6.30 p.m.', '6.30 p.m.', '8.30 a.m.', '10.30 a.m.', '6.30 p.m.', '7 p.m.', '7 p.m.', '7 p.m.']"
4919,Engagements,Wednesday,2012-04-25,['7 p.m.']
4920,Chennai today,Wednesday,2012-04-25,['7 p.m.']
4921,In the capital today,Wednesday,2012-04-25,['7 p.m.']
4922,madurai today,Wednesday,2012-04-25,['7.30 p.m.']
4923,Madurai today,Tuesday,2012-04-24,['7 p.m.']
4924,In the capital today,Monday,2012-04-23,['7 p.m.']
4925,madurai today,Monday,2012-04-23,['7 p.m.']
4926,Chennai today,Monday,2012-04-23,['7 p.m.']
4927,Madurai today,Sunday,2012-04-22,['7 p.m.']
4928,In the capital today,Sunday,2012-04-22,"['11 a.m.', '7 p.m.', '11 a.m.', '10 a.m.', '11 a.m.', '6.30 a.m.']"
4929,Chennai today,Sunday,2012-04-22,"['11 a.m.', '6 p.m.', '7 p.m.']"
4930,Engagements,Saturday,2012-04-21,"['7 p.m.', '5 p.m.', '2 p.m.', '10.30 a.m.']"
4931,madurai today,Saturday,2012-04-21,['7 p.m.']
4932,Chennai today,Saturday,2012-04-21,['7 p.m.']
4933,In the capital today,Saturday,2012-04-21,['7 p.m.']
4934,madurai today,Friday,2012-04-20,['7.30 p.m.']
4935,Chennai today,Friday,2012-04-20,['7 p.m.']
4936,Engagements,Thursday,2012-04-19,['7 p.m.']
4937,madurai today,Thursday,2012-04-19,"['7.30 p.m.', '7 p.m.', '11 p.m.', '7 p.m.', '5 p.m.', '6.30 p.m.', '6.30 a.m.', '5.30 p.m.', '6 a.m.', '10.30 a.m.', '5 p.m.', '6 a.m.', '6.30 a.m.', '11 a.m.', '6 p.m.', '6.30 a.m.', '6.45 p.m.', '8 p.m.', '9.30 a.m.', '11 a.m.', '2.30 p.m.', '11 a.m.', '10 a.m.', '5.30 p.m.', '10 a.m.', '11 a.m.', '10 a.m.', '4 p.m.', '3 p.m.', '3 p.m.', '5 p.m.', '7 p.m.']"
4938,In the capital today,Thursday,2012-04-19,['7 p.m.']
4939,Chennai today,Thursday,2012-04-19,['7 p.m.']
4940,In the Capital today,Wednesday,2012-04-18,['7 p.m.']
4941,Engagements,Wednesday,2012-04-18,"['10 a.m.', '7 p.m.', '1.30 p.m.', '10 a.m.']"
4942,Chennai today,Wednesday,2012-04-18,['7 p.m.']
4943,madurai today,Wednesday,2012-04-18,['7.30 p.m.']
4944,Chennai today,Tuesday,2012-04-17,['7 p.m.']
4945,Madurai today,Tuesday,2012-04-17,['7 p.m.']
4946,Engagements,Monday,2012-04-16,"['7 p.m.', '10 a.m.', '10 a.m.']"
4947,In the capital today,Monday,2012-04-16,['7 p.m.']
4948,Chennai today,Monday,2012-04-16,['7 p.m.']
4949,madurai today,Monday,2012-04-16,['7 p.m.']
4950,Engagements,Monday,2012-04-16,"['3 p.m.', '8.30 a.m.', '10 a.m.', '10 a.m.', '7 a.m.', '4 p.m.']"
4951,Coimbatore today,Sunday,2012-04-15,"['6.30 p.m.', '5 p.m.', '9.30 a.m.', '4 p.m.', '4 p.m.', '4.25 p.m.', '6 p.m.', '9 a.m.', '10 a.m.', '9 a.m.', '9 a.m.', '3 p.m.', '7.15 p.m.', '5.30 p.m.', '10 a.m.']"
4952,Chennai today,Sunday,2012-04-15,"['11 a.m.', '6 p.m.', '7 p.m.']"
4953,Chennai today,Saturday,2012-04-14,['7 p.m.']
4954,madurai today,Saturday,2012-04-14,['7 p.m.']
4955,in the capital today,Friday,2012-04-13,"['7 p.m.', '3 p.m.', '10 a.m.']"
4956,Chennai today,Friday,2012-04-13,['7 p.m.']
4957,Engagements,Friday,2012-04-13,['7 p.m.']
4958,madurai today,Friday,2012-04-13,['7.30 p.m.']
4959,Engagements,Thursday,2012-04-12,"['7 p.m.', '10.30 a.m.']"
4960,Madurai today,Thursday,2012-04-12,['7 p.m.']
4961,Chennai today,Thursday,2012-04-12,['7 p.m.']
4962,Engagements,Wednesday,2012-04-11,"['7 p.m.', '11 a.m.']"
4963,Engagements,Wednesday,2012-04-11,"['7 p.m.', '11 a.m.']"
4964,In the capital today,Wednesday,2012-04-11,['7 p.m.']
4965,Chennai today,Wednesday,2012-04-11,['7 p.m.']
4966,madurai today,Tuesday,2012-04-10,['7 p.m.']
4967,Chennai today,Tuesday,2012-04-10,['7 p.m.']
4968,madurai today,Monday,2012-04-09,['7 p.m.']
4969,In the capital today,Monday,2012-04-09,"['7 p.m.', '3 p.m.']"
4970,Chennai today,Monday,2012-04-09,"['6.30 p.m.', '7 p.m.']"
4971,Engagements,Sunday,2012-04-08,['6.30 p.m.']
4972,Madurai today,Sunday,2012-04-08,['7 p.m.']
4973,In the capital today,Sunday,2012-04-08,"['11 a.m.', '7 p.m.', '11 a.m.', '10 a.m.', '11 a.m.', '6.30 a.m.']"
4974,Chennai today,Sunday,2012-04-08,"['10.30 a.m.', '11 a.m.', '11.30 a.m.', '6 p.m.', '7 p.m.']"
4975,madurai today,Saturday,2012-04-07,['7 p.m.']
4976,Chennai today,Saturday,2012-04-07,['7 p.m.']
4977,madurai today,Friday,2012-04-06,['7.30 p.m.']
4978,In the capital today,Friday,2012-04-06,['7 p.m.']
4979,Engagements,Friday,2012-04-06,"['7 p.m.', '6 p.m.', '10 a.m.']"
4980,Chennai today,Friday,2012-04-06,['7 p.m.']
4981,Chennai today,Thursday,2012-04-05,['7 p.m.']
4982,In the capital today,Thursday,2012-04-05,['7 p.m.']
4983,Engagements,Thursday,2012-04-05,"['7 p.m.', '8 a.m.', '6.45 p.m.']"
4984,Engagements,Wednesday,2012-04-04,"['7 p.m.', '9.30 a.m.']"
4985,madurai today,Wednesday,2012-04-04,['7.30 p.m.']
4986,In the capital today,Wednesday,2012-04-04,['7 p.m.']
4987,madurai today,Tuesday,2012-04-03,['7 p.m.']
4988,Chennai today,Tuesday,2012-04-03,['7 p.m.']
4989,In the capital today,Monday,2012-04-02,['7 p.m.']
4990,madurai today,Monday,2012-04-02,['7 p.m.']
4991,Chennai today,Monday,2012-04-02,"['6.30 p.m.', '7 p.m.']"
4992,In the capital today,Sunday,2012-04-01,"['11 a.m.', '7 p.m.', '11 a.m.', '10 a.m.', '11 a.m.', '6.30 a.m.']"
4993,COimbatore TOday,Sunday,2012-04-01,"['3 p.m.', '6 p.m.', '9 a.m.', '10 a.m.', '5.15 p.m.', '10.30 a.m.', '9 a.m.', '9 a.m.']"
4994,COimbatore TOday,Sunday,2012-04-01,"['3 p.m.', '6 p.m.', '9 a.m.', '10 a.m.', '5.15 p.m.', '10.30 a.m.', '9 a.m.', '9 a.m.']"
4995,madurai today,Sunday,2012-04-01,"['5 p.m.', '7 a.m.', '7.30 p.m.', '6 a.m.', '7 p.m.', '7 a.m.', '7 p.m.', '5.45 p.m.', '6.30 p.m.', '6 a.m.', '6.15 p.m.', '6.45 p.m.', '7.15 p.m.', '6.30 p.m.', '5.15 p.m.', '6.30 p.m.', '9 a.m.', '6 p.m.', '6 p.m.', '6.45 p.m.', '10.30 a.m.', '10 a.m.', '7 p.m.', '6.30 p.m.', '5.30 p.m.', '6 p.m.', '6 p.m.', '6 p.m.', '8 a.m.', '10 a.m.', '6.30 p.m.', '8 p.m.', '5 a.m.', '7 a.m.', '10.30 a.m.', '6 p.m.', '10 a.m.', '6 p.m.', '9 a.m.', '6.30 a.m.', '5.30 p.m.', '6 a.m.', '10.30 a.m.', '5 p.m.', '7.30 a.m.', '5.30 p.m.', '6.30 a.m.', '6 a.m.', '7 p.m.', '6.30 a.m.', '9.30 a.m.', '10 a.m.', '10.30 a.m.', '11 a.m.', '11.30 a.m.', '3 p.m.', '4 p.m.', '4.30 p.m.', '5 p.m.', '5.45 p.m.', '7 p.m.', '6.45 p.m.', '8 p.m.', '6 p.m.', '7 a.m.', '10 a.m.', '10.30 a.m.', '10.32 a.m.', '8 a.m.', '10 a.m.', '6.15 p.m.', '9 a.m.', '9 a.m.', '10 a.m.', '9 a.m.', '5.30 p.m.', '10 a.m.', '7 p.m.']"
4996,Chennai today,Saturday,2012-03-31,['7 p.m.']
4997,madurai today,Saturday,2012-03-31,['7 p.m.']
4998,Engagements,Friday,2012-03-30,"['7 p.m.', '9 a.m.', '4 p.m.', '9 a.m.', '10.30 a.m.', '10 a.m.', '6.30 p.m.', '9.30 a.m.']"
4999,madurai today,Friday,2012-03-30,['7.30 p.m.']
5000,In the capital today,Friday,2012-03-30,['7 p.m.']
5001,Chennai today,Friday,2012-03-30,['7 p.m.']
5002,In the capital today,Thursday,2012-03-29,['7 p.m.']
5003,Chennai today,Thursday,2012-03-29,['7 p.m.']
5004,madurai today,Thursday,2012-03-29,"['7.30 p.m.', '7 a.m.', '7.30 p.m.', '6 p.m.', '5 p.m.', '6.30 p.m.', '6 p.m.', '6.30 p.m.', '7.30 a.m.', '8 a.m.', '9.15 a.m.', '4.30 p.m.', '6.30 p.m.', '6.30 a.m.', '5.30 p.m.', '6 a.m.', '10.30 a.m.', '5 p.m.', '10.30 a.m.', '6 a.m.', '6.30 a.m.', '6.30 a.m.', '6.45 p.m.', '8 p.m.', '10 a.m.', '2 p.m.', '2.30 p.m.', '2.30 p.m.', '9.30 a.m.', '9.30 a.m.', '8 a.m.', '10 a.m.', '10 a.m.', '10 a.m.', '9.30 a.m.', '5.30 p.m.', '6 p.m.', '5 p.m.', '9.30 a.m.', '9 a.m.', '3 p.m.', '7 p.m.']"
5005,In the capital today,Wednesday,2012-03-28,['7 p.m.']
5006,Chennai today,Wednesday,2012-03-28,['7 p.m.']
5007,Engagements,Tuesday,2012-03-27,['7 p.m.']
5008,Madurai today,Tuesday,2012-03-27,"['4.30 p.m.', '7 a.m.', '7.30 p.m.', '7 p.m.', '5 p.m.', '6.30 p.m.', '6.30 p.m.', '6 p.m.', '6.30 p.m.', '11 a.m.', '6.30 a.m.', '5.30 p.m.', '6 a.m.', '10.30 a.m.', '5 p.m.', '10.30 a.m.', '6 a.m.', '6.30 a.m.', '6.30 a.m.', '6.30 p.m.', '6.45 p.m.', '8 p.m.', '10 a.m.', '10 a.m.', '9.30 a.m.', '4 p.m.', '10.30 a.m.', '4 p.m.', '10 a.m.', '9.30 a.m.', '12.05 p.m.', '9 a.m.', '10 a.m.', '9.30 a.m.', '10 a.m.', '10.30 a.m.', '6.30 p.m.', '2 p.m.', '10 a.m.', '3 p.m.', '7 p.m.']"
5009,Chennai today,Tuesday,2012-03-27,['7 p.m.']
5010,MADURAI today,Monday,2012-03-26,['7 p.m.']
5011,Chennai today,Monday,2012-03-26,"['6.30 p.m.', '7 p.m.']"
5012,Engagements,Sunday,2012-03-25,"['6.30 a.m.', '9 a.m.']"
5013,In the capital today,Sunday,2012-03-25,"['11 a.m.', '7 p.m.', '11 a.m.', '10 a.m.', '11 a.m.', '6.30 a.m.']"
5014,Chennai today,Sunday,2012-03-25,"['10.30 a.m.', '11 a.m.', '11.30 a.m.', '6 p.m.', '7 p.m.']"
5015,Madurai today,Sunday,2012-03-25,['7 p.m.']
5016,Madurai today,Saturday,2012-03-24,['7 p.m.']
5017,In the capital today,Saturday,2012-03-24,['7 p.m.']
5018,Chennai today,Saturday,2012-03-24,['7 p.m.']
5019,Chennai today,Friday,2012-03-23,['7 p.m.']
5020,madurai today,Friday,2012-03-23,['7.30 p.m.']
5021,madurai today,Thursday,2012-03-22,['7 p.m.']
5022,chennai today,Wednesday,2012-03-21,['7 p.m.']
5023,madurai today,Tuesday,2012-03-20,['7 p.m.']
5024,Chennai today,Tuesday,2012-03-20,"['6 p.m.', '7 p.m.']"
5025,madurai today,Monday,2012-03-19,['7 p.m.']
5026,Chennai today,Monday,2012-03-19,"['6.30 p.m.', '7 p.m.']"
5027,Engagements,Monday,2012-03-19,"['7 p.m.', '2 p.m.', '4 p.m.', '5 p.m.', '10 a.m.']"
5028,Madurai today,Sunday,2012-03-18,"['5 p.m.', '7 a.m.', '5.45 p.m.', '6.30 p.m.', '5 p.m.', '8.30 a.m.', '9 a.m.', '9.30 a.m.', '10.15 a.m.', '11.45 a.m.', '5.15 p.m.', '6.30 p.m.', '7 p.m.', '10 a.m.', '6.45 p.m.', '9 a.m.', '6 p.m.', '10.30 a.m.', '10 a.m.', '6 p.m.', '8 a.m.', '10 a.m.', '6.30 p.m.', '8 p.m.', '5 a.m.', '7 a.m.', '10.30 a.m.', '6 p.m.', '10 a.m.', '6 p.m.', '7 p.m.', '6.30 a.m.', '5.30 p.m.', '6 a.m.', '10.30 a.m.', '5 p.m.', '7.30 a.m.', '5.30 p.m.', '6.30 a.m.', '6 a.m.', '7 p.m.', '6.30 a.m.', '6.45 p.m.', '8 p.m.', '6 p.m.', '10 a.m.', '10 a.m.', '4.30 p.m.', '10 a.m.', '10 a.m.', '10 a.m.', '9.30 a.m.', '5 p.m.', '10 a.m.', '10 a.m.', '9.30 a.m.', '10.30 a.m.', '4.15 p.m.', '5 p.m.', '5.30 p.m.', '7 p.m.']"
5029,coimbatore today,Sunday,2012-03-18,"['3 p.m.', '9 a.m.', '9 a.m.', '9 a.m.', '9.30 a.m.', '10 a.m.', '4.30 p.m.']"
5030,Chennai today,Sunday,2012-03-18,"['10.30 a.m.', '11 a.m.', '11.30 a.m.', '6 p.m.', '7 p.m.']"
5031,Engagements,Saturday,2012-03-17,"['9.30 a.m.', '10.30 a.m.', '5 p.m.', '7 p.m.', '3 p.m.', '11 a.m.', '11.30 a.m.', '10 a.m.']"
5032,In the capital today,Saturday,2012-03-17,['7 p.m.']
5033,Chennai today,Saturday,2012-03-17,['7 p.m.']
5034,Madurai today,Saturday,2012-03-17,['7 p.m.']
5035,madurai today,Friday,2012-03-16,['7.30 p.m.']
5036,Engagements,Friday,2012-03-16,"['7 p.m.', '10 a.m.', '9.30 a.m.', '6.30 p.m.']"
5037,In the capital today,Friday,2012-03-16,['7 p.m.']
5038,chennai today,Friday,2012-03-16,['7 p.m.']
5039,Engagements,Thursday,2012-03-15,['7 p.m.']
5040,madurai today,Thursday,2012-03-15,"['7.30 p.m.', '7 p.m.', '5 p.m.', '6.30 p.m.', '6 p.m.', '6.30 a.m.', '5.30 p.m.', '6 a.m.', '10.30 a.m.', '5 p.m.', '10 a.m.', '6 a.m.', '6.30 a.m.', '6.30 a.m.', '6.45 p.m.', '8 p.m.', '5 p.m.', '7 p.m.', '10 a.m.', '10 a.m.', '10.30 a.m.', '2.30 p.m.', '9.30 a.m.', '10 a.m.', '9 a.m.', '10 a.m.', '11.30 a.m.', '2.30 p.m.', '2 p.m.', '1.30 p.m.', '2 p.m.', '10 a.m.', '2.30 p.m.', '10 a.m.', '9.30 a.m.', '9 a.m.', '10.30 a.m.', '10 a.m.', '10.30 a.m.', '10 a.m.', '4 p.m.', '6.30 p.m.', '3 p.m.', '7 p.m.']"
5041,In the capital today,Thursday,2012-03-15,['7 p.m.']
5042,Chennai today,Thursday,2012-03-15,"['7 p.m.', '7 p.m.', '7 p.m.']"
5043,Engagements,Wednesday,2012-03-14,"['7 p.m.', '2 p.m.']"
5044,madurai today,Wednesday,2012-03-14,['7.30 p.m.']
5045,Chennai today,Wednesday,2012-03-14,['7 p.m.']
5046,madurai today,Tuesday,2012-03-13,['7 p.m.']
5047,Chennai today,Tuesday,2012-03-13,['7 p.m.']
5048,Engagements,Tuesday,2012-03-13,"['7 p.m.', '9.30 a.m.', '9.45 a.m.', '4.30 a.m.', '12 p.m.']"
5049,Engagements,Monday,2012-03-12,"['7 p.m.', '2 p.m.', '10 a.m.', '9 a.m.', '4.30 a.m.']"
5050,In the capital today,Monday,2012-03-12,['7 p.m.']
5051,Chennai today,Monday,2012-03-12,"['6.30 p.m.', '7 p.m.']"
5052,madurai today,Monday,2012-03-12,['7 p.m.']
5053,Chennai today,Sunday,2012-03-11,"['10.30 a.m.', '11 a.m.', '11.30 a.m.', '6 p.m.', '7 p.m.']"
5054,Madurai today,Sunday,2012-03-11,['7 p.m.']
5055,Chennai today,Saturday,2012-03-10,"['7 p.m.', '7 p.m.', '6 p.m.', '6 p.m.', '10 a.m.', '3 p.m.', '9 a.m.', '5 p.m.', '4 p.m.', '4 p.m.', '10 a.m.', '3 p.m.', '4 p.m.', '8 a.m.', '2 p.m.', '3 p.m.', '4 p.m;', '5 p.m.', '4 p.m.', '6 p.m.', '7 p.m.', '7 p.m.', '7 p.m.', '7 p.m.']"
5056,in the capital today,Saturday,2012-03-10,['7 p.m.']
5057,Engagements,Saturday,2012-03-10,"['7 p.m.', '9.30 a.m.', '2 p.m.', '4.30 pm.', '4.30 a.m.', '9.30 a.m.']"
5058,madurai today,Saturday,2012-03-10,['7 p.m.']
5059,Engagements,Friday,2012-03-09,"['7 p.m.', '9.45a.m.', '4.30 a.m.']"
5060,Engagements,Friday,2012-03-09,"['7 p.m.', '9.45a.m.', '4.30 a.m.']"
5061,Madurai today,Friday,2012-03-09,['7.30 p.m.']
5062,Chennai today,Friday,2012-03-09,['7 p.m.']
5063,Madurai today,Thursday,2012-03-08,['7 p.m.']
5064,Engagements,Thursday,2012-03-08,"['6.30 a.m.', '9.30 a.m.', '4 p.m.', '11.15 a.m.', '3 p.m.', '5.30 p.m.', '10 a.m.', '5 p.m.', '7 p.m.', '3 p.m.', '9.30 a.m.', '5 p.m.', '12 p.m.', '4.30 a.m.']"
5065,In the capital today,Thursday,2012-03-08,['7 p.m.']
5066,In the capital tomorrow,Thursday,2012-03-08,['7 p.m.']
5067,Chennai today,Thursday,2012-03-08,"['7 p.m.', '7 p.m.']"
5068,madurai today,Wednesday,2012-03-07,"['6.30 p.m.', '4 p.m.', '6.15 a.m.', '7 a.m.', '7 p.m.', '7 a.m.', '7 p.m.', '5 p.m.', '6.30 p.m.', '5.45 p.m.', '6.30 a.m.', '5.30 p.m.', '6 a.m.', '10.30 a.m.', '5 p.m.', '6 a.m.', '6 p.m.', '6.30 a.m.', '6 p.m.', '6.30 a.m.', '6.45 p.m.', '8 p.m.', '5 p.m.', '7 p.m.', '10 a.m.', '10 a.m.', '10.30 a.m.', '11 a.m.', '9.30 a.m.', '6 p.m.', '8.30 a.m.', '2 p.m.', '10 a.m.', '10 a.m.', '5 p.m.', '10 a.m.', '10 a.m.', '10 a.m.', '10 a.m.', '10 a.m.', '3 p.m.', '11 a.m.', '12.30 p.m.', '3 p.m.', '3 p.m.', '7.30 p.m.']"
5069,In the capital today,Wednesday,2012-03-07,['7 p.m.']
5070,Chennai today,Wednesday,2012-03-07,['7 p.m.']
5071,Chennai today,Tuesday,2012-03-06,"['6 p.m.', '7 p.m.']"
5072,Chennai today,Tuesday,2012-03-06,"['6 p.m.', '7 p.m.']"
5073,Engagements,Monday,2012-03-05,"['7 p.m.', '4.30 a.m.']"
5074,Madurai today,Monday,2012-03-05,['7 p.m.']
5075,In the capital today,Monday,2012-03-05,['7 p.m.']
5076,Chennai today,Monday,2012-03-05,['7 p.m.']
5077,Chennai today,Sunday,2012-03-04,"['10.30 a.m.', '11 a.m.', '11.30 a.m.', '6 p.m.', '7 p.m.']"
5078,Madurai today,Sunday,2012-03-04,['7 p.m.']
5079,Engagements,Sunday,2012-03-04,"['6.30 p.m.', '4.30 a.m.', '2.30 p.m.']"
5080,In the capital today,Sunday,2012-03-04,"['11 a.m.', '7 p.m.', '11 a.m.', '10 a.m.', '11 a.m.', '6.30 a.m.']"
5081,Engagements,Saturday,2012-03-03,"['10 a.m.', '5 p.m.', '10 a.m.', '7 p.m.', '7 p.m.', '9 a.m.', '5 p.m.', '8 a.m.', '6 p.m.']"
5082,madurai today,Saturday,2012-03-03,['7 p.m.']
5083,Chennai today,Saturday,2012-03-03,['7 p.m.']
